Title,Price,Rating,Brand,RAM,Processor-Brand,Hard-Disk
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021,"31,360",4.0 out of 5 stars,DELL,(8 GB/,Intel,512 GB SSD
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg","39,990",3.8 out of 5 stars,Dell,/8GB/,Intel,512GB SSD
"HP OMEN Gaming, 14th Gen Intel Core i7-14650HX, 6GB NVIDIA RTX 4050, 16GB DDR5, 1TB SSD,16.1-inch (40.9 cm), FHD, IPS, Gaming Laptop 144Hz, RGB Backlit KB,(Win 11, Office 21, Black, 2.39 kg) wf1171TX","1,39,030",Previous page,HP,", 16GB DDR5",Intel,1TB SSD
"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS","49,990",4.6 out of 5 stars,ASUS,(8GB/,Intel,512GB SSD
"Dell Inspiron 7440 Thin & Light Laptop, Intel Core i7-13620H Processor, 16GB DDR5 + 512GB SSD, 14"" (35.52cm) FHD+ 250nits Display, Backlit KB + FPR, Win 11 + MSO'21, 15 Months McAfee, Ice Blue, 1.60kg","85,490",3.6 out of 5 stars,Dell,", 16GB DDR5",Intel,512GB SSD
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Border/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Thin & Light- 1.66kg","51,490",4.1 out of 5 stars,Dell,/ 8GB/,Intel,512GB SSD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/Office Home 2024/1Yr ADP Free/Grey/1.6Kg), 83EM00GTIN","65,290",Previous page,Lenovo,(16GB/,Intel,512GB SSD
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.3 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QD00","49,000",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,512GB SSD
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X800","74,990",3.4 out of 5 stars,Lenovo,(16GB RAM,Intel,512GB SSD
"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS","49,990",4.6 out of 5 stars,ASUS,(8GB/,Intel,512GB SSD
"ASUS Vivobook 15, Intel Core i3-1215U, 15.6"" FHD 16:9 60Hz 250nits, (8GB RAM/512GB SSD/Intel UHD Graphics/Win 11 Home/Office 2021/Backlit/42WHr Battery/Cool Silver/1.7 Kg), X1504ZA-NJ320WS","32,990",3.7 out of 5 stars,ASUS,(8GB RAM,Intel,512GB SSD
"Dell Inspiron 7440 Thin & Light Laptop, Intel Core i7-13620H Processor, 16GB DDR5 + 512GB SSD, 14"" (35.52cm) FHD+ 250nits Display, Backlit KB + FPR, Win 11 + MSO'21, 15 Months McAfee, Ice Blue, 1.60kg","85,490",3.6 out of 5 stars,Dell,", 16GB DDR5",Intel,512GB SSD
"(Refurbished) HP EliteBook 820 G3 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM,256 GB SSD,12.5"" (31.8 cm) HD,Windows 11,MS Office,WiFi,Webcam,Intel Graphics),Black","13,999",4.0 out of 5 stars,HP,(8 GB DDR4 RAM,Intel,256 GB SSD
"HP Laptop 240 G9 (2024), Intel Core i7 12th Gen 1255U - (8GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm) FHD/Silver/1.47 kg/MS Office 2021","63,990",Previous page,HP,(8GB/,Intel,512GB SSD
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14 HD Display/Grey/1.5 kg/MS Office 2021,"31,360",4.0 out of 5 stars,DELL,(8 GB/,Intel,512 GB SSD
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Border/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Thin & Light- 1.66kg","51,490",4.1 out of 5 stars,Dell,/ 8GB/,Intel,512GB SSD
"Acer [Smartchoice Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","39,999",3.8 out of 5 stars,Acer,/16 GB RAM,AMD,512 GB SSD
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN","43,990",4.0 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","46,490",4.2 out of 5 stars,HP,", 8GB DDR4",Intel,512GB SSD
"ASUS Zenbook S 14,3K OLED,Touch,120Hz, 500nits, Core Ultra 7 Processor (Series 2), Thin & Light Laptop(32GB RAM/1TB SSD/Windows 11/Office Home/72Whr Battery/Scandinavian White/1.2 Kg),UX5406SA-PZ358WS","1,49,990",5.0 out of 5 stars,ASUS,(32GB RAM,Core Ultra 7,1TB SSD
"Dell XPS 9730 Laptop, Intel Core i7-13700H Processor/32GB DDR5/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/17.0"" (43.18cm) UHD+ AR Touch 500 nits/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Silver/2.44kg","3,03,990",5.0 out of 5 stars,Dell,/32GB DDR5,Intel,1TB SSD
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN","73,490",4.0 out of 5 stars,Lenovo,(16GB/,Intel,1TB SSD
"Lenovo V15 Intel Core i5 11th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.7 kg), 82KBA01TIH","42,900",4.1 out of 5 stars,Lenovo,(8GB RAM,Intel,512GB SSD
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 4050 Graphics 6GB VRAM, 144Hz Display (16GB DDR5/1TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51","82,990",4.1 out of 5 stars,Acer, 6GB VRAM,Intel,1TB SSD
"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Mon. Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS00CKIN","62,990",4.0 out of 5 stars,Lenovo,(24GB/,Intel,512GB SSD
"ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W","1,05,000",4.3 out of 5 stars,ASUS,(16GB DDR5,Intel,512GB SSD
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN","1,05,000",4.3 out of 5 stars,Lenovo,(32GB/,Intel,1TB SSD
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN","61,990",3.9 out of 5 stars,Lenovo,(16GB/,Intel,1TB SSD
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","31,990",4.0 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/Office Home 2024/1Yr ADP Free/Grey/1.6Kg), 83EM00GTIN","65,290",Previous page,Lenovo,(16GB/,Intel,512GB SSD
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QD00","49,000",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,512GB SSD
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN","1,05,000",4.3 out of 5 stars,Lenovo,(32GB/,Intel,1TB SSD
"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Mon. Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS00CKIN","62,990",4.0 out of 5 stars,Lenovo,(24GB/,Intel,512GB SSD
"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 (Cloud Silver)","12,990",3.3 out of 5 stars,AXL,(4GB Ram,AXL,128GB SSD
"Lenovo Ideapad Slim 5 Ryzen 7 7730U 14"" (35.5Cm) Wuxga OLED AMD Laptop (16Gb/1Tb Ssd/Win 11/Office 2021/Backlit Kb/Fhd Camera/Alexa/3 Month Game Pass/1Yr ADP Free/Arctic Grey/1.46Kg), 82Xe007Ein","65,190",3.9 out of 5 stars,Lenovo,(16Gb/,Ryzen,1Tb Ssd
"Dell Alienware x16 Gaming Laptop, Intel Core i9 13900HK Processor/32GB/2TB SSD/NVIDIA RTX 4090 16GB GDDR6/ 16""(40.64cm) QHD+ 240Hz, 3ms, DCI-P3 100%/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.72kg","4,54,490",2.7 out of 5 stars,Dell,/32GB/,Intel,2TB SSD
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192WS","80,990",3.8 out of 5 stars,ASUS,(16GB/,Intel,1TB SSD
"Acer Aspire Lite AMD Ryzen 7-5700U Processor Premium Laptop (16GB RAM/1TB SSD/Win11 Home/AMD Radeon Graphics) AL15-41, 39.62cm (15.6"") Full HD Display, Multi Color Backlit Keyboard, Steel Gray, 1.59KG","42,990",3.8 out of 5 stars,Acer,(16GB RAM,AMD,1TB SSD
"HP Pavilion Aero AI Laptop, AMD Ryzen 7 8840U, 16 Tops, 16GB LPDDR5x, 512GB SSD, (Win11, Office21, Silver, < 1kg), 13.3-inch (33.8cm), Ultra-Light, WUXGA, AMD Radeon Graphics, 5MP Camera, bg0017AU","81,990",4.0 out of 5 stars,HP,", 16GB LPDDR5",AMD,512GB SSD
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X900","74,990",5.0 out of 5 stars,Lenovo,(16GB RAM,Intel,1TB SSD
"Acer TravelMate P2 Business Laptop Intel Core i7-1165G7 Processor (Windows 11 Home/16 GB DDR4/1TB PCIe NVMe SSD/Intel Graphics/MS Office Included) TMP214-53 with 35.56cm (14"") Full HD IPS LED Display","53,999",Previous page,Acer,/16 GB DDR4,Intel,1TB
"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i9 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4070) PHN16-72 with 40.64 cm (16"") WQXGA Display","1,64,990",4.1 out of 5 stars,Acer,/16 GB/,Intel,1 TB SSD
"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 6GB Graphics/Win 11/Non-MSO/3 Mon. Game Pass/Grey/2.4Kg), 83GS003NIN","71,990",3.6 out of 5 stars,Lenovo,(16GB/,Intel,512GB SSD
"HP 15s Intel Core i3 12th Gen (8GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) / Silver / 1.69 kg/Dual Speakers) fq5326TU / Laptop","36,990",3.4 out of 5 stars,HP,(8GB DDR4 RAM,Intel,512GB
"Lenovo IdeaPad 1 AMD Ryzen 3 7320U 15.6"" HD Thin and Light Laptop (8 GB/512GB SDD/Windows 11 Home/Office 2021/1Yr ADP Free/Cloud Grey/1.58Kg), 82VG00EVIN","31,990",3.8 out of 5 stars,Lenovo,(8 GB/,AMD,512GB SDD
"Lenovo V14 Gen 2 Intel Core i5 11th Gen 14"" FHD Thin and Light Laptop (8GB RAM/ 256GB SSD/Windows 10 Home/MS Office Home & Student 2019/ Iron Grey/ 1.60 kg), 82KA00LKIH","38,990",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,256GB SSD
"Dell XPS 9340 Laptop, Intel Core Ultra 7 155H, 32GB LPDDR5X & 1TB SSD, Win 11 + MSO'21, Intel Arc Graphics, 13.4"" 34.03cm 3K 60Hz Touch 400 nits, Backlit KB + FPR, Platinum, Thin & Light- 1.19kg","1,91,990",Previous page,Dell,", 32GB LPDDR5",Intel,1TB SSD
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FGIN","33,210",4.1 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"ASUS Vivobook 15, 15.6-inch (39.62 cm) FHD, Intel Pentium Gold 7505, Thin and Light Laptop, (8GB RAM/256GB SSD/Intergrated Graphics/Windows 11 Home/Indie Black/1.8 Kg), X1500EA-EJ111WS","25,990",4.0 out of 5 stars,ASUS,(8GB RAM,Intel,256GB SSD
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN","61,990",3.9 out of 5 stars,Lenovo,(16GB/,Intel,1TB SSD
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN","43,990",4.0 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN","43,990",4.0 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QD00","49,000",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,512GB SSD
"MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / Modern 14 C12MO-1022IN Thin and Light Laptop (14 Inch, Urban Silver, 1.4 Kg)","29,400",Previous page,MSI,(8 GB/,Intel,512 GB SSD
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FGIN","33,210",4.1 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG","62,990",3.8 out of 5 stars,Acer,(16GB RAM,Intel,512GB SSD
"Lenovo V14 Gen 2 Intel Core i5 11th Gen 14"" FHD Thin and Light Laptop (8GB RAM/ 256GB SSD/Windows 10 Home/MS Office Home & Student 2019/ Iron Grey/ 1.60 kg), 82KA00LKIH","38,990",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,256GB SSD
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 1TB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, Full-Size KB (Win 11, Office 21, Silver, 1.69kg) fq5328TU","39,990",3.5 out of 5 stars,HP,", 8GB DDR4",Intel,1TB SSD
"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS","51,990",3.6 out of 5 stars,ASUS,(16GB/,Intel,/512GB/
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","43,990",3.8 out of 5 stars,Acer,/16GB RAM,Intel,512GB SSD
"Apple 2023 MacBook Pro Laptop with Apple M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Space Grey","3,49,900",3.7 out of 5 stars,Apple,", 32GB Unified Memory",Apple,1TB SSD
"CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Processor 15.6"" Laptop with 16GB DDR4 RAM and 512GB SSD, FHD Display, Backlit Keyboard, Windows 11, Gray, 3xUSB3.0,1xHDMI,SD Card Slot,3.5MM,Camera Switch","41,990",3.6 out of 5 stars,CHUWI, 16GB DDR4 RAM,,512GB SSD
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN","61,990",3.9 out of 5 stars,Lenovo,(16GB/,Intel,1TB SSD
"Kreo Tundra 5 Fans RGB Laptop Cooling Pad with Dual USB Port, 5 Adjustable Height Angles with LCD Display and 10 RGB Modes for Gaming Laptop, Silent Cooling Pad with Under 21 dBA","1,999",4.3 out of 5 stars,,,,
"ASUSROG Zephyrus G16, 16"" 2.5K OLED ROG Nebula Display, 240Hz 500 nits, AMD Ryzen AI 9 HX 370, Gaming Laptop (32GB RAM/2TB SSD/RTX 4070/Win 11/Office 2021/Platinum White/1.85 Kg), GA605WI-QR067WS","2,62,980",4.5 out of 5 stars,ASUS,(32GB RAM,AMD,2TB SSD
"DYAZO 15"" to 15.6 Inch Laptop Sleeve/Cover with Handle & Two Front Accessories Pockets Compatible for Apple, Dell, Lenovo, Asus, Hp, Samsung, Mi, MacBook and Other Notbooks (Grey)",299,4.2 out of 5 stars,Apple,,Apple,
"(Refurbished) Lenovo V310 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Webcam|Intel HD Graphics)","13,999",4.1 out of 5 stars,Lenovo,(8 GB DDR4 RAM,Intel,256 GB SSD
"Sounce 3 in 1 Cleaning Kit Set for Screen PC, Laptops, Monitors, Mobiles, LCD, LED, TV/Professional Quality/Prevents Static Electricity, 100ml with Micro Fiber Cloth and Brush",149,4.2 out of 5 stars,,,,
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Gaming Laptop (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS","1,69,990",4.6 out of 5 stars,ASUS,(32GB RAM,AMD,2TB SSD
"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS,144Hz,16GB DDR5,1TB SSD, 300 nits, Win 11,Backlit KB, DTS:X Ultra (MSO, Blue, 2.29 kg), fb2117AX","98,990",4.2 out of 5 stars,HP,",16GB DDR5",AMD,1TB SSD
"MSI Modern 15 H, Intel 13th Gen i9-13900H, 40CM Thin & Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Xe Graphics/Classic Black/1.9Kg), C13M-079IN","74,990",4.5 out of 5 stars,MSI,(16GB/,Intel,1TB NVMe SSD
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.3 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15.6"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/Office Home 2024/1Yr ADP Free/Grey/1.6Kg), 83EM00GTIN","65,290",Previous page,Lenovo,(16GB/,Intel,512GB SSD
"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN","43,990",4.0 out of 5 stars,Lenovo,(8GB/,Intel,512GB SSD
"Lenovo ThinkPad E16 Intel Core i3 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QD00","49,000",3.7 out of 5 stars,Lenovo,(8GB RAM,Intel,512GB SSD
"Acer Aspire 3 Laptop 12th Gen Intel Core i3-1215U (Windows 11 Home/8GB RAM/512GB SSD), 15.6"" Full HD Display, Intel® UHD Graphics, Pure Silver, 1.7 Kg","30,990",2.5 out of 5 stars,Acer,/8GB RAM,Intel,512GB SSD
"ASUS Vivobook S 14 OLED, 3K OLED 16:10, 120Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Built-in AI (24GB RAM/512GB SSD/Windows 11/Office 2021/Neutral Black/1.3 Kg), M5406WA-PP961WS","1,09,990",5.0 out of 5 stars,ASUS,(24GB RAM,AMD,512GB SSD
"ASUS ROG Zephyrus G16, 16 ""(40.64cm) ROG Nebula Oled 240Hz,Intel Core Ultra 9, Gaming Laptop(32GB LPDDR5X/1TB SSD/NVIDIA GeForce RTX 4080 /Windows 11/Office 2021/Eclipse Gray/1.85 Kg), GU605MZ-CO931WS","2,89,990",Previous page,ASUS,(32GB LPDDR5,Intel,1TB SSD
"Lenovo Legion 7 Intel Core i9-14900HX 16"" (40.64cm) 3.2K IPS 430Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.24Kg), 83FD000YIN","1,76,990",4.7 out of 5 stars,Lenovo,(16GB/,Intel,1TB SSD
"Dell XPS 9640 Laptop, AI Enabled Intel Core Ultra 9 185H, 32GB LPDDR5X & 1TB SSD, Win 11 + MSO'21, NVIDIA RTX 4060,8 GB GDDR6,16.3"" (41.4cm) UHD+ OLED Touch 400 nits, Backlit KB + FPR,Platinum, 2.13kg","3,66,490",5.0 out of 5 stars,Dell,", 32GB LPDDR5",Intel,1TB SSD
"Lenovo Intel IdeaPad 5 Laptop (16GB, Graphite Grey, Windows 10 Home, 1.66Kg)","62,740",4.1 out of 5 stars,Lenovo,"(16GB,",Intel,
"Dell Gaming G15-5530 Laptop, Intel 13th Gen i7-13650HX Processor, 16GB DDR5 + 1TB SSD, NVIDIA RTX 3050 6 GB GDDR6, 15.6"" (39.62cm) FHD Narrow 120Hz, 4-Zone RGB Backlit KB, Dark Shadow Gray, 2.65 Kg","97,749",3.1 out of 5 stars,Dell,", 16GB DDR5",Intel,1TB SSD
"HP Victus Gaming Laptop,12Th Gen Windows 11 Home Intel Core I5-12450H,4Gb RTX 3050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,16Gb Ddr4,512Gb Ssd,Backlit Kb,Dual Speakers(Mso, Blue,2.37 Kg),Fa0998Tx","65,990",4.2 out of 5 stars,HP,",16Gb Ddr4",Intel,512Gb Ssd
"CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Processor 15.6"" Laptop with 16GB DDR4 RAM and 512GB SSD, FHD Display, Backlit Keyboard, Windows 11, Gray, 3xUSB3.0,1xHDMI,SD Card Slot,3.5MM,Camera Switch","41,990",3.6 out of 5 stars,CHUWI, 16GB DDR4 RAM,Intel,512GB SSD
